iter	Passed	Remaining
1035	93730	60074
1036	93828	59989
1037	93912	59894
1038	94015	59811
1039	94114	59726
1040	94190	59627
1041	94283	59538
1042	94375	59448
1043	94449	59347
1044	94552	59264
1045	94634	59169
1046	94735	59085
1047	94811	58985
1048	94921	58907
1049	95009	58815
1050	95087	58717
1051	95166	58619
1052	95239	58518
1053	95329	58427
1054	95440	58350
1055	95518	58251
1056	95615	58165
1057	95697	58069
1058	95779	57974
1059	95886	57893
1060	95966	57797
1061	96057	57706
1062	96130	57605
1063	96232	57522
1064	96307	57422
1065	96399	57333
1066	96495	57245
1067	96571	57147
1068	96669	57061
1069	96745	56962
1070	96843	56876
1071	96923	56779
1072	97005	56684
1073	97087	56589
1074	97165	56491
1075	97248	56396
1076	97322	56297
1077	97397	56197
1078	97501	56115
1079	97591	56024
1080	97668	55926
1081	97749	55831
1082	97853	55748
1083	97929	55650
1084	98023	55561
1085	98098	55462
1086	98174	55364
1087	98250	55265
1088	98354	55183
1089	98443	55092
1090	98527	54998
1091	98613	54905
1092	98699	54813
1093	98775	54714
1094	98856	54619
1095	98946	54528
1096	99033	54437
1097	99123	54346
1098	99218	54258
1099	99296	54161
1100	99380	54068
1101	99456	53970
1102	99559	53886
1103	99632	53787
1104	99728	53700
1105	99806	53603
1106	99887	53507
1107	99964	53410
1108	100047	53316
1109	100134	53224
1110	100218	53131
1111	100291	53031
1112	100365	52933
1113	100442	52835
1114	100512	52735
1115	100594	52640
1116	100666	52541
1117	100746	52445
1118	100824	52349
1119	100900	52251
1120	100988	52160
1121	101091	52077
1122	101173	51983
1123	101247	51884
1124	101336	51794
1125	101415	51698
1126	101516	51614
1127	101589	51515
1128	101685	51428
1129	101758	51329
1130	101839	51234
1131	101918	51139
1132	101994	51042
1133	102077	50948
1134	102152	50851
1135	102221	50750
1136	102305	50657
1137	102377	50558
1138	102457	50464
1139	102534	50367
1140	102605	50268
1141	102679	50171
1142	102773	50082
1143	102855	49989
1144	102938	49896
1145	103024	49804
1146	103099	49707
1147	103185	49615
1148	103283	49529
1149	103381	49443
1150	103454	49345
1151	103535	49251
1152	103621	49159
1153	103697	49062
1154	103784	48972
1155	103871	48880
1156	103945	48783
1157	104038	48695
1158	104125	48603
1159	104220	48516
1160	104307	48425
1161	104381	48328
1162	104451	48228
1163	104527	48132
1164	104599	48035
1165	104682	47942
1166	104754	47844
1167	104855	47759
1168	104945	47670
1169	105023	47574
1170	105115	47485
1171	105205	47396
1172	105299	47308
1173	105373	47211
1174	105453	47117
1175	105526	47020
1176	105601	46924
1177	105682	46830
1178	105755	46733
1179	105836	46639
1180	105943	46557
1181	106019	46461
1182	106103	46370
1183	106187	46277
1184	106282	46190
1185	106358	46094
1186	106435	45999
1187	106513	45904
1188	106588	45808
1189	106709	45732
1190	106780	45635
1191	106854	45538
1192	106935	45445
1193	107013	45350
1194	107119	45267
1195	107220	45183
1196	107295	45087
1197	107373	44992
1198	107450	44897
1199	107528	44803
1200	107628	44718
1201	107717	44628
1202	107801	44536
1203	107902	44451
1204	107972	44353
1205	108045	44257
